VID,"videoInfo.videoError: Descending","Unique count of vid",errors
"293,786",3,1,1
"294,005",3,1,18
"294,028",3,1,2
"294,053",4,1,1
"294,072",3,1,1
"294,165",4,1,1
"294,193",4,1,2
"294,196",4,1,1
"294,197",4,1,1
"294,199",4,1,1
"294,214",4,1,1
"294,222",3,1,1
"294,222",4,1,1
"294,223",4,1,1
"294,228",3,1,1
"294,269",3,1,1
"294,269",4,1,3
"294,342",4,1,2
"294,487",3,1,2
"294,493",4,1,1
"294,649",3,1,2
"294,654",4,1,1
"294,687",4,1,1
"294,842",3,1,1
"294,844",4,1,1
"294,927",4,1,1
"294,984",3,1,1
"295,083",4,1,1
"295,160",3,1,1
"295,160",4,1,1
"295,183",4,1,1
"295,193",4,1,1
"295,210",4,1,1
"295,211",4,1,20
"295,238",3,1,3
"295,245",4,1,1
"295,265",3,1,1
"295,265",4,1,4
"295,359",4,1,1
"295,361",4,1,1
"295,364",4,1,1
"295,378",3,1,5
"295,378",4,1,1
"295,410",4,1,1
"295,467",4,1,1
"295,603",3,1,1
"295,639",4,1,1
"295,725",4,1,2
"295,738",4,1,1
"295,761",4,1,1
"295,836",4,1,3
"295,854",4,1,2
"295,875",4,1,1
"295,892",4,1,1
"295,901",3,1,3
"295,901",4,1,1
"296,045",4,1,2
"296,052",3,1,1
"296,118",4,1,1
"296,148",3,1,1
"296,155",4,1,1
"296,186",4,1,1
"296,244",3,1,1
"296,250",4,1,1
"296,273",4,1,1
"296,281",4,1,1
"296,324",3,1,1
"296,359",4,1,1
"296,363",4,1,1
"296,369",4,1,2
"296,388",4,1,2
"296,535",3,1,1
"296,535",4,1,1
"296,770",3,1,1
"296,781",3,1,2
"296,781",4,1,9
"296,814",4,1,1
"296,988",3,1,1
"297,130",4,1,1
"297,139",3,1,1
"297,139",4,1,1
"297,324",4,1,1
"297,378",4,1,1
"297,407",4,1,1
"297,417",4,1,1
"297,469",3,1,2
"297,512",3,1,1
"297,632",4,1,1
"297,634",3,1,1
"297,659",3,1,1
"297,694",4,1,1
"297,764",3,1,2
"297,771",4,1,1
"297,786",4,1,3
"297,810",3,1,1
"297,864",4,1,1
"297,882",3,1,1
"297,882",4,1,1
"297,892",4,1,1
"297,909",4,1,1
"298,641",3,1,1
"298,792",4,1,1
"299,192",4,1,1
"299,210",4,1,2
"299,319",4,1,2
"299,356",4,1,1
"299,369",3,1,1
"299,445",4,1,1
"299,524",3,1,1
"299,598",3,1,9
"299,643",3,1,1
"299,818",4,1,1
"299,840",3,1,1
"299,848",4,1,1
"299,860",4,1,1
"299,928",4,1,1
"299,992",4,1,5
"300,004",3,1,1
"300,007",4,1,1
"300,029",3,1,1
"300,054",3,1,1
"300,074",4,1,1
"300,222",4,1,1
"300,241",3,1,2
"300,247",4,1,1
"300,280",4,1,1
"300,350",4,1,1
"300,375",3,1,1
"300,418",3,1,3
"300,480",4,1,2
"300,549",4,1,1
"300,578",4,1,2
"300,741",4,1,1
"300,902",4,1,1
"300,904",3,1,15
"300,904",4,1,8
"300,916",3,1,1
"300,916",4,1,1
"300,960",4,1,2
"301,414",3,1,1
"301,414",4,1,2
"301,438",3,1,1
"301,556",4,1,1
"301,648",4,1,1
"301,673",3,1,1
"301,728",3,1,1
"301,910",3,1,1
"301,945",4,1,66
"302,962",4,1,1
"303,372",3,1,2
"303,469",4,1,1
"303,533",4,1,2
"303,608",3,1,7
"303,611",4,1,1
"303,762",3,1,2
"303,807",3,1,1
"303,820",3,1,1
"303,872",3,1,1
"303,952",3,1,9
"304,043",4,1,2
"304,066",3,1,2
"304,066",4,1,5
"304,176",3,1,1
"304,176",4,1,1
"304,194",3,1,1
"304,244",3,1,1
"304,371",4,1,2
"304,381",4,1,1
"304,415",4,1,1
"304,443",4,1,1
"304,576",4,1,1
"304,619",4,1,1
"304,626",3,1,1
"304,626",4,1,4
"304,684",4,1,1
"304,762",3,1,2
"304,762",4,1,1
"304,884",4,1,1
"304,954",4,1,1
"304,974",4,1,1
"305,021",3,1,5
"305,056",4,1,1
"305,069",3,1,1
"305,187",4,1,1
"305,337",4,1,2
"305,338",4,1,1
"305,484",4,1,2
"305,534",4,1,1
"305,644",4,1,1
"305,647",3,1,1
"305,657",3,1,1
"305,724",4,1,12
"305,994",4,1,1
"306,013",4,1,1
"306,152",3,1,1
"306,160",3,1,1
"306,185",3,1,1
"306,301",3,1,5
"306,519",3,1,3
"306,540",4,1,10
"306,656",3,1,1
"306,669",4,1,1
"306,693",4,1,2
"306,735",3,1,1
"306,775",4,1,1
"306,798",4,1,1
"306,800",4,1,1
"306,806",4,1,1
"306,874",4,1,1
"306,875",4,1,2
"307,079",4,1,2
"307,165",3,1,2
"307,253",4,1,1
"307,313",4,1,1
"307,332",4,1,1
"307,343",4,1,1
"307,393",4,1,1
"307,442",4,1,1
"307,457",4,1,1
"307,516",4,1,1
"307,559",3,1,1
"307,559",4,1,1
"307,565",4,1,1
"307,597",3,1,1
"307,728",3,1,1
"307,785",4,1,1
"307,969",4,1,1
"308,023",4,1,1
"308,047",4,1,1
"308,106",4,1,62
"308,134",4,1,1
"308,223",4,1,2
"308,224",3,1,1
"308,263",4,1,4
"308,312",3,1,1
"308,312",4,1,4
"308,314",3,1,1
"308,457",4,1,1
"308,466",4,1,1
"308,467",3,1,2
"308,468",3,1,1
"308,475",4,1,1
"308,506",3,1,6
"308,723",4,1,1
"308,739",3,1,1
"308,878",3,1,1
"309,022",4,1,2
"309,330",4,1,3
"309,363",4,1,2
"309,416",3,1,1
"309,562",4,1,3
"310,010",4,1,3
"310,056",4,1,3
"310,126",3,1,1
"310,234",4,1,1
"310,243",4,1,1
"310,425",4,1,1
"310,452",4,1,15
"310,526",4,1,2
"310,529",4,1,1
"310,672",3,1,1
"310,880",4,1,1
"311,083",4,1,1
"311,187",3,1,1
"311,252",4,1,1
"311,504",4,1,1
"311,516",4,1,1
"311,519",3,1,1
"311,569",3,1,1
"311,615",4,1,6
"311,642",3,1,1
"311,725",3,1,1
"312,031",3,1,43
"312,031",4,1,1
"312,140",4,1,2
"312,380",3,1,1
"312,427",4,1,1
"312,431",3,1,1
"312,474",4,1,1
"312,721",4,1,1
"312,921",4,1,2
"313,012",4,1,2
"313,167",4,1,2
"313,181",4,1,1
"313,213",3,1,1
"313,220",4,1,2
"313,348",4,1,2
"313,456",3,1,1
"313,512",4,1,1
"313,636",4,1,1
"313,667",4,1,1
"313,727",4,1,1
"313,772",4,1,2
"313,790",3,1,1
"314,089",3,1,2
"314,089",4,1,1
"314,249",3,1,1
"314,250",4,1,1
"314,265",4,1,1
"314,291",3,1,1
"314,317",4,1,1
"314,779",3,1,4
"314,786",4,1,3
"314,796",4,1,65
"314,984",3,1,1
"315,286",3,1,1
"315,457",3,1,1
"315,471",4,1,1
"315,527",4,1,3
"315,543",3,1,1
"315,597",4,1,2
"315,708",4,1,1
"315,844",4,1,1
"315,858",3,1,29
"315,859",4,1,1
"315,928",4,1,2
"315,982",4,1,1
"316,024",3,1,28
"316,039",3,1,1
"316,044",3,1,1
"316,044",4,1,2
"316,047",4,1,1
"316,163",3,1,1
"316,225",4,1,1
"316,646",3,1,1
"316,806",3,1,1
"316,817",4,1,11
"316,865",4,1,2
"316,909",3,1,1
"316,985",4,1,1
"316,995",4,1,2
"317,097",3,1,2
"317,105",3,1,1
"317,299",4,1,1
"317,479",4,1,1
"317,496",3,1,9
"317,496",4,1,10
"317,556",3,1,4
"317,556",4,1,1
"317,902",4,1,1
"317,904",4,1,1
"317,906",4,1,1
"317,947",3,1,4
"318,179",3,1,1
"318,212",4,1,1
"318,305",4,1,1
"318,423",4,1,2
"318,464",4,1,1
"318,688",4,1,1
"318,692",3,1,1
"318,727",3,1,1
"318,727",4,1,4
"318,776",3,1,2
"318,862",3,1,1
"318,977",4,1,1
"319,031",4,1,1
"319,164",4,1,2
"319,166",4,1,1
"319,170",3,1,1
"319,170",4,1,1
"319,179",4,1,1
"319,299",4,1,1
"319,450",3,1,5
"319,530",4,1,1
"319,552",3,1,1
"319,552",4,1,1
"319,688",4,1,1
"319,703",3,1,1
"319,744",4,1,1
"319,778",3,1,1
"319,783",4,1,1
"319,838",3,1,1
"319,902",4,1,1
"319,946",4,1,1
"320,127",3,1,5
"320,127",4,1,4
"320,154",4,1,1
"320,285",4,1,1
"320,289",3,1,1
"320,341",3,1,1
"320,347",4,1,1
"320,380",4,1,1
"320,450",2,1,1
"320,450",4,1,4
"320,468",3,1,1
"320,600",3,1,8
"320,600",4,1,109
"320,869",4,1,1
"320,915",4,1,10
"320,976",3,1,3
"321,134",4,1,1
"321,180",4,1,1
"321,268",4,1,29
"321,305",3,1,1
"321,305",4,1,2
"321,458",3,1,2
"321,505",4,1,1
"321,526",3,1,1
"321,526",4,1,2
"321,562",3,1,1
"321,606",4,1,1
"321,636",3,1,1
"321,673",4,1,1
"321,724",3,1,1
"321,796",3,1,1
"321,840",4,1,2
"321,875",4,1,1
"321,936",3,1,1
"321,936",4,1,7
"321,956",3,1,2
"321,956",4,1,1
"322,039",4,1,1
"322,110",3,1,1
"322,110",4,1,1
"322,130",3,1,1
"322,182",4,1,1
"322,183",4,1,1
"322,284",4,1,1
"322,305",3,1,2
"322,335",4,1,1
"322,455",4,1,1
"322,474",3,1,1
"322,546",3,1,1
"322,546",4,1,1
"322,660",3,1,1
"322,780",4,1,1
"322,939",3,1,2
"323,087",3,1,1
"323,143",4,1,1
"323,162",3,1,1
"323,252",3,1,1
"323,404",3,1,1
"323,469",4,1,2
"323,554",4,1,1
"323,594",4,1,1
"323,595",4,1,1
"323,803",3,1,1
"323,811",4,1,1
"323,897",3,1,1
"323,926",4,1,1
"324,128",4,1,2
"324,145",3,1,1
"324,148",3,1,1
"324,148",4,1,2
"324,170",4,1,1
"324,187",3,1,1
"324,313",4,1,2
"324,442",4,1,1
"324,447",4,1,2
"324,485",4,1,5
"324,495",4,1,1
"324,583",4,1,1
"324,625",3,1,1
"324,629",4,1,1
"324,665",4,1,1
"324,706",4,1,1
"324,707",4,1,1
"324,712",4,1,1
"324,747",3,1,1
"324,811",3,1,1
"324,811",4,1,1
"324,908",4,1,1
"324,920",4,1,1
"324,961",4,1,39
"324,969",3,1,2
"324,969",4,1,1
"324,972",4,1,1
"324,981",4,1,3
"325,008",4,1,1
"325,055",4,1,1
"325,137",2,1,1
"325,137",3,1,1
"325,137",4,1,1
"325,234",3,1,3
"325,234",4,1,4
"325,275",4,1,2
"325,300",4,1,1
"325,331",4,1,1
"325,469",4,1,2
"325,533",4,1,1
"325,547",4,1,2
"325,871",4,1,1
"325,877",4,1,1
"325,879",4,1,1
"325,969",4,1,1
"326,082",3,1,1
"326,085",3,1,2
"326,201",4,1,1
"326,203",4,1,1
"326,242",4,1,1
"326,288",3,1,1
"326,353",4,1,2
"326,399",4,1,1
"326,408",3,1,1
"326,415",4,1,1
"326,420",3,1,4
"326,451",3,1,4
"326,451",4,1,2
"326,471",3,1,7
"326,476",4,1,1
"326,478",4,1,1
"326,488",3,1,1
"326,488",4,1,447
"326,499",4,1,1
"326,521",4,1,1
"326,544",4,1,1
"326,569",4,1,1
"326,635",4,1,2
"326,642",4,1,1
"326,644",4,1,1
"326,649",3,1,67
"326,649",4,1,3
"326,657",4,1,1
"326,672",4,1,1
"326,742",3,1,1
"326,743",4,1,2
"326,814",4,1,2
"326,887",4,1,1
"326,896",3,1,1
"326,958",3,1,1
"326,963",3,1,1
"326,967",4,1,1
"327,007",4,1,1
"327,111",4,1,1
"327,178",3,1,2
"327,178",4,1,2
"327,186",4,1,1
"327,209",3,1,1
"327,211",4,1,1
"327,225",4,1,1
"327,254",4,1,1
"327,287",4,1,1
"327,340",3,1,1
"327,393",4,1,1
"327,479",4,1,1
"327,529",4,1,1
"327,567",3,1,1
"327,621",3,1,1
"327,637",4,1,1
"327,696",4,1,1
"327,782",3,1,1
"327,801",4,1,1
"327,890",3,1,2
"327,890",4,1,1
"327,998",4,1,1
"328,002",4,1,1
"328,049",3,1,1
"328,066",3,1,1
"328,067",4,1,1
"328,126",4,1,1
"328,259",3,1,1
"328,259",4,1,1
"328,365",3,1,1
"328,377",3,1,1
"328,377",4,1,1
"328,414",3,1,1
"328,460",3,1,1
"328,472",4,1,1
"328,567",3,1,1
"328,567",4,1,2
"328,581",3,1,1
"328,594",3,1,1
"328,612",4,1,1
"328,717",3,1,1
"328,717",4,1,1
"328,762",4,1,2
"328,788",3,1,2
"328,941",3,1,4
"329,144",3,1,1
"329,230",3,1,3
"329,234",4,1,2
"329,344",4,1,1
"329,407",3,1,2
"329,453",4,1,2
"329,687",4,1,1
"329,696",4,1,1
"329,708",4,1,1
"329,790",4,1,1
"329,792",4,1,1
"329,821",3,1,7
"329,893",3,1,2
"329,893",4,1,1
"329,901",4,1,1
"330,065",3,1,1
"330,076",3,1,1
"330,076",4,1,1
"330,089",4,1,1
"330,119",3,1,1
"330,217",4,1,1
"330,225",4,1,1
"330,232",3,1,2
"330,232",4,1,1
"330,237",3,1,1
"330,238",4,1,1
"330,250",3,1,3
"330,250",4,1,1
"330,257",4,1,1
"330,293",4,1,1
"330,343",3,1,1
"330,343",4,1,5
"330,360",3,1,1
"330,375",3,1,1
"330,375",4,1,1
"330,411",3,1,1
"330,411",4,1,1
"330,446",4,1,1
"330,507",4,1,1
"330,509",3,1,1
"330,523",4,1,1
"330,609",4,1,7
"330,610",3,1,1
"330,624",4,1,1
"330,645",4,1,1
"330,664",4,1,1
"330,694",4,1,1
"330,860",3,1,1
"330,891",4,1,2
"331,060",3,1,1
"331,079",4,1,1
"331,098",3,1,1
"331,119",4,1,1
"331,132",4,1,1
"331,198",3,1,3
"331,223",4,1,1
"331,257",4,1,1
"331,298",3,1,2
"331,335",4,1,1
"331,360",4,1,1
"331,379",4,1,1
"331,389",3,1,1
"331,809",3,1,1
"331,809",4,1,1
"331,813",3,1,1
"331,987",3,1,1
"331,998",4,1,2
"332,067",3,1,2
"332,280",4,1,3
"332,284",4,1,1
"332,326",4,1,1
"332,333",4,1,1
"332,610",3,1,1
"332,667",4,1,1
"332,710",3,1,1
"332,734",4,1,1
"332,929",3,1,1
"333,051",4,1,1
"333,085",4,1,1
"333,086",4,1,1
"333,220",4,1,2
"333,299",4,1,7
"333,302",4,1,4
"333,304",4,1,1
"333,361",4,1,4
"333,541",4,1,1
"333,656",4,1,1
"333,677",3,1,1
"333,894",4,1,1
"333,933",3,1,1
"333,933",4,1,4
"333,934",3,1,1
"333,935",4,1,1
"333,939",4,1,1
"333,942",3,1,2
"333,942",4,1,2
"333,947",4,1,1
"333,979",3,1,1
"334,006",3,1,1
"334,139",3,1,1
"334,324",4,1,1
"334,400",4,1,1
"334,410",3,1,1
"334,410",4,1,1
"334,425",3,1,1
"334,492",4,1,1
"334,551",3,1,1
"334,551",4,1,2
"334,558",3,1,4
"334,607",4,1,1
"334,769",4,1,1
"334,885",4,1,1
"334,928",3,1,1
"335,032",4,1,1
"335,086",3,1,6
"335,286",4,1,1
"335,310",4,1,2
"335,340",4,1,1
"335,385",4,1,1
"335,387",4,1,1
"335,422",4,1,1
"335,497",3,1,1
"335,707",4,1,1
"335,730",3,1,1
"335,798",3,1,1
"335,798",4,1,1
"335,880",3,1,1
"335,882",4,1,1
"335,910",3,1,4
"335,910",4,1,3
"335,986",3,1,18
"336,171",4,1,1
"336,184",3,1,1
"336,279",3,1,1
"336,298",4,1,1
"336,316",4,1,2
"336,344",4,1,1
"336,410",3,1,1
"336,455",3,1,1
"336,459",4,1,33
"336,470",4,1,1
"336,515",3,1,1
"336,604",4,1,1
"336,605",4,1,2
"336,673",3,1,1
"336,710",3,1,1
"336,719",4,1,1
"336,723",3,1,1
"336,726",3,1,1
"336,760",4,1,1
"336,843",4,1,1
"336,891",4,1,1
"336,895",4,1,1
"337,011",3,1,3
"337,041",3,1,1
"337,098",4,1,2
"337,203",3,1,4
"337,203",4,1,1
"337,232",4,1,1
"337,236",4,1,1
"337,286",4,1,1
"337,291",3,1,2
"337,291",4,1,1
"337,293",3,1,58
"337,293",4,1,3
"337,337",3,1,6
"337,337",4,1,14
"337,342",4,1,2
"337,380",4,1,1
"337,382",3,1,3
"337,393",3,1,3
"337,465",4,1,4
"337,487",3,1,1
"337,533",4,1,2
"337,558",4,1,2
"337,569",4,1,1
"337,638",3,1,5
"337,638",4,1,5
"337,662",3,1,1
"337,732",4,1,1
"337,741",4,1,3
"337,789",4,1,2
"337,836",4,1,1
"338,027",3,1,1
"338,065",4,1,1
"338,128",4,1,1
"338,146",3,1,1
"338,175",3,1,1
"338,277",3,1,3
"338,283",4,1,1
"338,408",4,1,1
"338,418",4,1,6
"338,443",4,1,1
"338,461",4,1,10
"338,480",3,1,2
"338,533",3,1,1
"338,534",4,1,1
"338,543",4,1,9
"338,605",3,1,1
"338,625",4,1,6
"338,642",3,1,1
"338,643",4,1,9
"338,757",3,1,1
"338,844",4,1,1
"338,874",4,1,1
"338,877",4,1,1
"338,932",3,1,1
"338,955",3,1,2
"339,011",4,1,1
"339,083",3,1,2
"339,083",4,1,3
"339,090",4,1,1
"339,094",3,1,1
"339,179",4,1,1
"339,220",4,1,1
"339,306",4,1,1
"339,355",4,1,1
"339,487",4,1,3
"339,495",4,1,1
"339,558",3,1,1
"339,664",3,1,11
"339,664",4,1,12
"339,701",3,1,1
"339,789",3,1,1
"339,789",4,1,1
"339,855",4,1,1
"339,876",3,1,9
"340,114",3,1,1
"340,169",4,1,1
"340,189",4,1,1
"340,459",4,1,1
"340,476",4,1,1
"340,602",3,1,1
"340,603",4,1,1
"340,680",4,1,1
"340,739",4,1,1
"340,855",4,1,1
"340,926",4,1,1
"340,949",3,1,35
"340,949",4,1,40
"340,971",3,1,2
"340,980",4,1,3
"341,108",3,1,1
"341,114",4,1,1
"341,195",4,1,1
"341,240",4,1,1
"341,313",4,1,1
"341,398",3,1,1
"341,398",4,1,1
"341,528",4,1,16
"341,597",4,1,1
"341,601",4,1,2
"341,658",4,1,1
"341,744",4,1,2
"341,864",3,1,1
"341,876",4,1,1
"341,879",4,1,1
"341,880",4,1,1
"341,936",4,1,1
"342,001",3,1,1
"342,001",4,1,1
"342,003",4,1,1
"342,038",3,1,1
"342,054",4,1,1
"342,108",4,1,1
"342,109",3,1,1
"342,140",4,1,1
"342,253",4,1,1
"342,256",4,1,1
"342,299",3,1,1
"342,299",4,1,1
"342,311",4,1,1
"342,323",4,1,4
"342,345",3,1,1
"342,391",4,1,1
"342,393",3,1,1
"342,517",4,1,1
"342,518",4,1,2
"342,598",3,1,9
"342,740",3,1,1
"342,747",4,1,2
"342,825",4,1,1
"342,972",4,1,1
"343,001",4,1,1
"343,097",4,1,1
"343,110",4,1,1
"343,117",4,1,1
"343,164",4,1,11
"343,170",4,1,1
"343,235",3,1,1
"343,244",3,1,1
"343,244",4,1,5
"343,249",3,1,1
"343,250",3,1,7
"343,253",3,1,3
"343,293",4,1,1
"343,335",3,1,11
"343,355",4,1,1
"343,375",4,1,1
"343,391",4,1,1
"343,423",3,1,1
"343,423",4,1,1
"343,436",4,1,2
"343,504",3,1,2
"343,580",3,1,1
"343,580",4,1,1
"343,702",3,1,1
"343,702",4,1,2
"343,738",3,1,1
"343,756",4,1,1
"343,850",3,1,1
"343,958",3,1,1
"343,980",4,1,1
"343,992",3,1,1
"343,992",4,1,2
"344,018",3,1,3
"344,065",3,1,1
"344,108",4,1,24
"344,114",3,1,4
"344,241",4,1,3
"344,305",4,1,2
"344,306",4,1,1
"344,325",3,1,1
"344,618",3,1,1
"344,757",4,1,1
"344,780",4,1,2
"344,849",3,1,2
"344,860",4,1,1
"345,012",4,1,1
"345,044",4,1,1
"345,133",4,1,1
"345,207",4,1,1
"345,295",4,1,1
"345,321",4,1,1
"345,365",4,1,1
"345,423",4,1,2
"345,562",3,1,1
"345,628",4,1,2
"345,638",3,1,3
"345,663",4,1,1
"345,971",3,1,12
"345,971",4,1,14
"346,195",4,1,1
"346,344",3,1,1
"346,522",4,1,1
"346,668",3,1,8
"346,827",4,1,1
"346,895",3,1,2
"347,052",4,1,1
"347,247",3,1,1
"347,427",3,1,1
"347,504",4,1,1
"347,600",4,1,1
"347,961",4,1,1
"348,033",4,1,9
"348,041",4,1,3
"348,043",4,1,1
"348,111",4,1,2
"348,363",4,1,1
"348,402",4,1,1
"348,403",4,1,1
"348,405",4,1,1
"348,423",4,1,1
"348,506",4,1,1
"348,517",4,1,1
"348,530",3,1,2
"348,549",4,1,1
"348,554",4,1,2
"348,557",4,1,1
"348,654",3,1,5
"348,704",3,1,1
"348,745",3,1,2
"348,750",4,1,1
"348,765",4,1,2
"348,816",4,1,1
"348,913",3,1,4
"349,057",4,1,1
"349,081",3,1,1
"349,305",4,1,1
"349,360",3,1,1
"349,375",3,1,1
"349,399",4,1,1
"349,571",4,1,1
"349,586",4,1,2
"349,696",4,1,1
"349,698",4,1,1
"349,813",4,1,1
"349,830",4,1,1
"349,865",4,1,1
"349,927",4,1,2
"349,952",3,1,8
"350,035",4,1,2
"350,126",4,1,1
"350,189",4,1,1
"350,296",3,1,1
"350,321",4,1,1
"350,569",4,1,1
"350,585",3,1,1
"350,585",4,1,2
"350,596",4,1,1
"350,669",3,1,2
"350,669",4,1,1
"350,771",3,1,2
"350,796",4,1,2
"350,880",4,1,98
"350,990",3,1,1
"351,020",4,1,2
"351,055",3,1,1
"351,055",4,1,2
"351,058",3,1,1
"351,089",4,1,1
"351,138",3,1,2
"351,162",3,1,1
"351,184",3,1,1
"351,199",3,1,1
"351,206",4,1,1
"351,207",4,1,1
"351,208",3,1,3
"351,603",4,1,1
"351,607",3,1,1
"351,649",3,1,1
"351,905",3,1,1
"352,020",3,1,1
"352,243",4,1,1
"352,251",3,1,1
"352,278",4,1,1
"352,474",3,1,1
"352,497",4,1,1
"352,558",3,1,3
"352,573",3,1,1
"352,597",3,1,1
"352,611",3,1,2
"352,612",4,1,1
"352,614",3,1,1
"352,614",4,1,1
"352,689",4,1,11
"352,743",4,1,1
"352,763",4,1,7
"352,807",4,1,1
"352,861",3,1,1
"352,935",4,1,1
"352,996",3,1,1
"353,176",3,1,1
"353,201",4,1,1
"353,202",4,1,2
"353,387",3,1,1
"353,521",4,1,1
"353,564",4,1,1
"353,731",4,1,1
"353,756",4,1,1
"353,764",4,1,1
"353,918",4,1,1
"353,924",3,1,1
"353,924",4,1,1
"353,927",4,1,1
"354,034",4,1,2
"354,044",3,1,2
"354,108",4,1,1
"354,121",3,1,1
"354,121",4,1,1
"354,293",4,1,1
"354,342",4,1,1
"354,524",4,1,2
"354,548",3,1,1
"354,553",3,1,1
"354,553",4,1,1
"354,649",4,1,1
"354,715",4,1,1
"354,942",4,1,1
"355,102",4,1,3
"355,321",4,1,1
"355,428",4,1,1
"355,432",4,1,1
"355,497",4,1,2
"355,656",4,1,1
"355,665",4,1,2
"355,710",4,1,1
"355,836",4,1,1
"355,956",4,1,7
"355,958",4,1,2
"355,959",4,1,3
"356,080",4,1,6
"356,124",4,1,2
"356,158",3,1,1
"356,158",4,1,3
"356,268",4,1,2
"356,340",4,1,1
"356,358",4,1,1
"356,405",4,1,1
"356,621",4,1,1
"356,684",4,1,1
"356,718",3,1,1
"356,914",4,1,1
"357,026",4,1,1
"357,100",4,1,5
"357,139",3,1,8
"357,223",3,1,2
"357,483",4,1,2
"357,503",3,1,1
"357,685",4,1,1
"357,760",4,1,1
"357,763",3,1,1
"357,882",4,1,2
"357,930",3,1,1
"357,930",4,1,1
"358,111",3,1,1
"358,114",4,1,1
"358,133",4,1,3
"358,439",4,1,1
"358,500",4,1,1
"358,515",4,1,1
"358,608",4,1,3
"358,616",4,1,1
"358,623",3,1,1
"358,634",4,1,1
"358,711",4,1,1
"358,713",4,1,1
"358,725",4,1,1
"358,735",4,1,1
"358,783",3,1,2
"358,810",4,1,2
"358,818",3,1,1
"358,825",3,1,1
"358,846",3,1,3
"358,860",4,1,1
"358,891",4,1,1
"358,911",3,1,1
"358,932",4,1,1
"358,987",4,1,1
"359,056",4,1,1
"359,111",3,1,17
"359,111",4,1,1
"359,122",4,1,24
"359,124",4,1,1
"359,175",4,1,1
"359,182",4,1,1
"359,202",4,1,1
"359,219",4,1,1
"359,258",4,1,1
"359,262",4,1,1
"359,279",3,1,1
"359,302",4,1,1
"359,346",3,1,1
"359,412",3,1,1
"359,424",4,1,1
"359,538",3,1,1
"359,658",4,1,1
"359,667",3,1,1
"359,667",4,1,2
"359,772",4,1,1
"359,788",4,1,1
"359,841",4,1,2
"359,898",4,1,1
"359,908",4,1,3
"360,000",3,1,1
"360,036",4,1,1
"360,206",3,1,1
"360,221",4,1,1
"360,229",4,1,2
"360,244",4,1,1
"360,255",4,1,1
"360,294",4,1,1
"360,314",4,1,1
"360,319",4,1,1
"360,331",4,1,1
"360,378",3,1,2
"360,378",4,1,1
"360,506",3,1,1
"360,506",4,1,2
"360,524",4,1,1
"360,530",4,1,1
"360,554",3,1,1
"360,561",3,1,4
"360,561",4,1,2
"360,643",3,1,2
"360,652",4,1,6
"360,834",3,1,1
"360,835",3,1,2
"360,835",4,1,1
"360,842",3,1,2
"360,842",4,1,2
"360,861",3,1,1
"360,876",4,1,2
"360,939",3,1,1
"360,995",4,1,1
"361,027",4,1,1
"361,052",3,1,1
"361,052",4,1,1
"361,089",4,1,2
"361,117",4,1,2
"361,151",3,1,1
"361,151",4,1,1
"361,157",4,1,1
"361,201",4,1,1
"361,203",4,1,1
"361,205",4,1,2
"361,242",4,1,1
"361,284",3,1,1
"361,300",3,1,1
"361,310",3,1,1
"361,325",3,1,1
"361,340",4,1,1
"361,368",3,1,1
"361,369",4,1,1
"361,406",4,1,2
"361,460",4,1,1
"361,489",4,1,1
"361,547",3,1,1
"361,576",4,1,3
"361,599",3,1,2
"361,599",4,1,2
"361,608",4,1,1
"361,611",3,1,8
"361,618",4,1,1
"361,701",3,1,1
"361,739",3,1,1
"361,748",4,1,1
"361,772",3,1,10
"361,772",4,1,1
"361,795",4,1,2
"361,813",4,1,1
"361,818",4,1,2
"361,849",4,1,1
"361,892",3,1,1
"361,898",4,1,2
"361,943",4,1,1
"362,023",4,1,1
"362,027",4,1,1
"362,037",4,1,1
"362,092",4,1,1
"362,147",4,1,1
"362,174",3,1,1
"362,175",4,1,1
"362,206",4,1,1
"362,284",4,1,2
"362,289",4,1,3
"362,319",3,1,2
"362,335",4,1,1
"362,356",3,1,2
"362,362",4,1,1
"362,379",4,1,7
"362,386",4,1,9
"362,387",4,1,24
"362,390",4,1,1
"362,471",4,1,1
"362,533",4,1,1
"362,540",3,1,1
"362,567",3,1,1
"362,567",4,1,1
"362,585",4,1,1
"362,618",4,1,1
"362,648",4,1,1
"362,657",4,1,3
"362,709",3,1,1
"362,845",4,1,1
"362,892",4,1,1
"362,961",4,1,1
"362,985",4,1,1
"362,989",3,1,1
"363,007",4,1,1
"363,083",2,1,1
"363,083",4,1,1
"363,106",4,1,1
"363,174",4,1,1
"363,208",4,1,1
"363,308",3,1,1
"363,365",4,1,1
"363,394",4,1,1
"363,399",4,1,14
"363,457",4,1,1
"363,527",4,1,2
"363,576",4,1,1
"363,599",4,1,1
"363,633",4,1,2
"364,119",4,1,1
"364,248",4,1,1
"364,264",4,1,1
"364,352",4,1,1
"364,364",3,1,1
"364,383",4,1,1
"364,429",4,1,1
"364,457",4,1,1
"364,535",4,1,1
"364,743",4,1,1
"364,769",4,1,1
"364,826",4,1,1
"364,881",4,1,1
"364,945",3,1,1
"364,988",4,1,3
"365,057",3,1,2
"365,057",4,1,3
"365,060",4,1,1
"365,114",3,1,1
"365,198",4,1,11
"365,291",3,1,1
"365,311",4,1,1
"365,329",3,1,1
"365,338",4,1,1
"365,417",3,1,1
"365,417",4,1,1
"365,430",4,1,1
"365,496",4,1,2
